course_title,price,num_subscribers,level_52,level_All Levels,level_Beginner Level,level_Expert Level,level_Intermediate Level,subject_Business Finance,subject_Graphic Design,subject_Musical Instruments,subject_Web Development,num_subscribers_log,price_norm
credit concepts and checklist for bankers credit analyst,20,0,False,False,True,False,False,True,False,False,False,0.0,0.1
practical film financing finding pitching investors,100,0,False,False,True,False,False,True,False,False,False,0.0,0.5
ratio analysis for financial statements,50,0,False,False,True,False,False,True,False,False,False,0.0,0.25
60 minutes to fundamental accounting skills,75,0,False,False,True,False,False,True,False,False,False,0.0,0.375
backspreads diagonals and butterflies advanced strategies,60,737,False,False,False,True,False,True,False,False,False,6.6039438246004725,0.3
trade forex 13 patterns golden ratios secret revealed,200,554,False,True,False,False,False,True,False,False,False,6.318968113746434,1.0
crystal ball trading foresee price with seasonal patterns,145,807,False,True,False,False,False,True,False,False,False,6.694562058521095,0.725
weekly options and study of options expiration dynamics,60,779,False,False,False,True,False,True,False,False,False,6.659293919683638,0.3
cost accounting basics professional course level,20,1777,False,False,True,False,False,True,False,False,False,7.48324441607385,0.1
learn to reliably invest in the stock market,50,841,False,True,False,False,False,True,False,False,False,6.7357800142423265,0.25
hedge fund trading systems part two stocks etfs,200,56,False,False,False,True,False,True,False,False,False,4.04305126783455,1.0
stock market option trading how sell options for premium,200,1909,False,False,False,False,True,True,False,False,False,7.554858521040676,1.0
straddles and strangles volatility moves in any direction,60,775,False,False,False,True,False,True,False,False,False,6.654152520183219,0.3
debt collection management get paid on time every time,20,1255,False,True,False,False,False,True,False,False,False,7.135687347028144,0.1
learn about it,20,1193,False,True,False,False,False,True,False,False,False,7.085064293952548,0.1
trading basics of trading for beginners,140,1309,False,False,True,False,False,True,False,False,False,7.177782416195197,0.7000000000000001
options spreads bundle the heart of options trading,120,623,False,False,False,False,True,True,False,False,False,6.436150368369428,0.6
trade the news in forex ea robot included,200,276,False,True,False,False,False,True,False,False,False,5.6240175061873385,1.0
investment portfolio analysis with r,50,314,False,True,False,False,False,True,False,False,False,5.752572638825633,0.25
basics of economics for beginners a to z a complete course,170,1942,False,False,True,False,False,True,False,False,False,7.57198844937744,0.85
seeing the big picture understanding financial statements,50,885,False,True,False,False,False,True,False,False,False,6.786716950605081,0.25
financial modeling for professionals in 1 day,200,226,False,False,False,False,True,True,False,False,False,5.424950017481403,1.0
create your own automated stock trading robot in excel,150,461,False,True,False,False,False,True,False,False,False,6.135564891081739,0.75
forex from zero to hero,150,152,False,True,False,False,False,True,False,False,False,5.030437921392435,0.75
learn call options and put options introduction to options,60,1017,False,False,True,False,False,True,False,False,False,6.925595197110468,0.3
1 principles of simple interest,20,1074,False,True,False,False,False,True,False,False,False,6.980075940561763,0.1
double entry bookkeeping,50,440,False,False,True,False,False,True,False,False,False,6.089044875446846,0.25
mql5 tutorial bootcamp,20,978,False,False,True,False,False,True,False,False,False,6.88653164253051,0.1
succeed at options even if you dont know where to start,200,36,False,True,False,False,False,True,False,False,False,3.6109179126442243,1.0
buying selling and storing precious metal,20,74,False,True,False,False,False,True,False,False,False,4.31748811353631,0.1
accounting skills for managers,20,78,False,False,True,False,False,True,False,False,False,4.3694478524670215,0.1
analysis and evaluation of economic feasibility of projects,100,10,False,False,False,False,True,True,False,False,False,2.3978952727983707,0.5
technical analysis understanding price action,45,39,False,True,False,False,False,True,False,False,False,3.6888794541139363,0.225
bitcoin for beginners,50,37,False,False,True,False,False,True,False,False,False,3.6375861597263857,0.25
ias 16propertyplant and equipment,0,2166,False,True,False,False,False,True,False,False,False,7.681099001536359,0.0
basel ii,50,78,False,True,False,False,False,True,False,False,False,4.3694478524670215,0.25
forex trading plan,50,21,False,True,False,False,False,True,False,False,False,3.091042453358316,0.25
financial modeling 101,0,1086,False,False,True,False,False,True,False,False,False,6.99117688712121,0.0
learn financial modeling from scratch part1,50,7,False,True,False,False,False,True,False,False,False,2.0794415416798357,0.25
introduction to small business accounting training tutorial,25,168,False,False,True,False,False,True,False,False,False,5.1298987149230735,0.125
learn basic concepts of economics step by step complete,150,2801,False,True,False,False,False,True,False,False,False,7.938088726896952,0.75
introduction to digital payments,0,12217,False,False,True,False,False,True,False,False,False,9.410665553209713,0.0
the beginners guide to the futures and options trading,0,6185,False,True,False,False,False,True,False,False,False,8.730043953245016,0.0
bitcoin investing the complete buy hold strategy,25,477,False,True,False,False,False,True,False,False,False,6.169610732491456,0.125
financial modeling in excel for startups,50,1334,False,False,True,False,False,True,False,False,False,7.19668657083435,0.25
learn to trade forex naked price action big shadow trade,0,5407,False,False,False,False,True,True,False,False,False,8.5956346177228,0.0
forex trading for beginners,0,9483,False,False,True,False,False,True,False,False,False,9.157361447185297,0.0
build a trading comps valuation model,50,1032,False,True,False,False,False,True,False,False,False,6.940222469119639,0.25
the advanced forex course for smart traders,0,8236,False,True,False,False,False,True,False,False,False,9.016391478941248,0.0
cost accounting overheads professional course level,20,2383,False,True,False,False,False,True,False,False,False,7.776535028185241,0.1
beginners guide to stock market investing,0,3283,False,False,True,False,False,True,False,False,False,8.096817470572319,0.0
financial management capital market instruments,25,2650,False,False,True,False,False,True,False,False,False,7.8826922062890254,0.125
npv and irr techniques for ca cfa cpa exams,20,1551,False,False,True,False,False,True,False,False,False,7.347299700743164,0.1
commercial credit analysis,50,545,False,True,False,False,False,True,False,False,False,6.302618975744905,0.25
essential finance for managers,25,663,False,True,False,False,False,True,False,False,False,6.498282149476434,0.125
bitcoin for accountants,0,3519,False,False,True,False,False,True,False,False,False,8.166216268592143,0.0
protrader advanced technical analysis,125,825,False,True,False,False,False,True,False,False,False,6.716594773520978,0.625
binary options masterclass,200,70,False,True,False,False,False,True,False,False,False,4.2626798770413155,1.0
188 profit in 1year forex algo robot trading no indicator,120,357,False,True,False,False,False,True,False,False,False,5.8805329864007,0.6
financial accounting its cycle statements analysis,20,853,False,False,True,False,False,True,False,False,False,6.74993119378857,0.1
test your knowledge in banking credit analysis process,30,17,False,True,False,False,False,True,False,False,False,2.8903717578961645,0.15
yield curve dynamics,50,397,False,True,False,False,False,True,False,False,False,5.986452005284438,0.25
value investing and stock market fundamentals,195,74,False,False,True,False,False,True,False,False,False,4.31748811353631,0.975
media training for financial service professionals,20,1254,False,True,False,False,False,True,False,False,False,7.134890851565884,0.1
learn the forex naked price action pogo trade,60,89,False,False,False,False,True,True,False,False,False,4.499809670330265,0.3
forex price action reversal strategy,20,38,False,True,False,False,False,True,False,False,False,3.6635616461296463,0.1
budget preparation for an eu project proposal,50,18,False,False,False,False,True,True,False,False,False,2.9444389791664403,0.25
corporate finance and alternative investment for cfa l1,20,103,False,True,False,False,False,True,False,False,False,4.6443908991413725,0.1
dont let your customers run your business,50,7,False,False,False,False,True,True,False,False,False,2.0794415416798357,0.25
stock trading insider tips for determining market direction,95,104,False,True,False,False,False,True,False,False,False,4.653960350157523,0.47500000000000003
toptrader academy complete options course,150,42,False,True,False,False,False,True,False,False,False,3.7612001156935624,0.75
working capital management for entrepreneurs,20,507,False,False,False,True,False,True,False,False,False,6.230481447578482,0.1
learn quickbooks to maintain books properly,20,241,False,False,True,False,False,True,False,False,False,5.488937726156687,0.1
cfa level i foundation introduction to financial reporting,50,226,False,False,True,False,False,True,False,False,False,5.424950017481403,0.25
fixed income valuation and analysis cfa l2,20,50,False,True,False,False,False,True,False,False,False,3.9318256327243257,0.1
corporation tax returns uk,50,100,False,True,False,False,False,True,False,False,False,4.61512051684126,0.25
trading for busy people,50,99,False,True,False,False,False,True,False,False,False,4.605170185988092,0.25
basics of trading,40,99,False,False,True,False,False,True,False,False,False,4.605170185988092,0.2
cfp introduction to financial planning,30,1192,False,False,True,False,False,True,False,False,False,7.084226422097916,0.15
investment portfolio analysis with python,50,209,False,True,False,False,False,True,False,False,False,5.3471075307174685,0.25
day trading market structure signals,0,5529,False,True,False,False,False,True,False,False,False,8.61794309451638,0.0
professional bookkeeping and accounting 3 double entry,35,81,False,True,False,False,False,True,False,False,False,4.406719247264253,0.17500000000000002
accounting basics by hector garcia cpa,0,1924,False,False,True,False,False,True,False,False,False,7.562681246721884,0.0
stock markets how i became rich by changing how i trade,20,646,False,True,False,False,False,True,False,False,False,6.472346294500901,0.1
learn about bitcoin and bitcoin mining,20,520,False,False,True,False,False,True,False,False,False,6.255750041753367,0.1
take control by learning the stock market now,30,1440,False,False,True,False,False,True,False,False,False,7.273092595999522,0.15
cost accounting and financial management a complete study,150,452,False,True,False,False,False,True,False,False,False,6.115892125483034,0.75
learn global macro trading investing for retail investor,75,178,False,True,False,False,False,True,False,False,False,5.187385805840755,0.375
energiesparformel mehr geld durch wasser sparen zuhause,50,21,False,True,False,False,False,True,False,False,False,3.091042453358316,0.25
high swing,100,12,False,False,False,False,True,True,False,False,False,2.5649493574615367,0.5
trader bot introduo linguagem mql5,20,209,False,True,False,False,False,True,False,False,False,5.3471075307174685,0.1
,0,505,False,False,True,False,False,True,False,False,False,6.226536669287466,0.0
aprende desde cero a operar el mercado de divisas forex,90,16,False,True,False,False,False,True,False,False,False,2.833213344056216,0.45
cmo usar metatrader 4 para hacer trading,20,25,False,True,False,False,False,True,False,False,False,3.258096538021482,0.1
zoho books gestion financire dentreprise pas pas,0,229,False,True,False,False,False,True,False,False,False,5.438079308923196,0.0
aprende a llevar la contabilidad de forma informatizada,25,6,False,False,True,False,False,True,False,False,False,1.9459101490553132,0.125
psicologa del trading,20,1,False,True,False,False,False,True,False,False,False,0.6931471805599453,0.1
la costruzione del budget di una proposta comunitaria,50,10,False,False,False,False,True,True,False,False,False,2.3978952727983707,0.25
erfolgreich als signalgeberin per social und copytrading,60,1,False,True,False,False,False,True,False,False,False,0.6931471805599453,0.3
aprenda a investir,20,34,False,True,False,False,False,True,False,False,False,3.5553480614894135,0.1
teetertotter accounting,90,0,False,False,True,False,False,True,False,False,False,0.0,0.45
beginning accounting,20,0,False,False,False,False,True,True,False,False,False,0.0,0.1
stop creditors from harassing you and avoid bankruptcy,20,0,False,False,True,False,False,True,False,False,False,0.0,0.1
learn to trade using technical analysis,50,0,False,False,False,False,True,True,False,False,False,0.0,0.25
how to invest using etfs from former wall street trader,200,0,False,True,False,False,False,True,False,False,False,0.0,1.0
workshop on banking credit analysis process,100,0,False,True,False,False,False,True,False,False,False,0.0,0.5
the cuckoo strategy to get european funding,160,0,False,True,False,False,False,True,False,False,False,0.0,0.8
accounting the 6 most important rules you must learn,20,0,False,True,False,False,False,True,False,False,False,0.0,0.1
mutual funds for investors in retirement accounts,20,0,False,True,False,False,False,True,False,False,False,0.0,0.1
free ways to create passive income online,25,0,False,False,True,False,False,True,False,False,False,0.0,0.125
the cash flow statement an introduction,50,0,False,False,True,False,False,True,False,False,False,0.0,0.25
options foundation time decay implied volatility greeks,60,459,False,False,True,False,False,True,False,False,False,6.131226489483141,0.3
buying call and put options options beginner strategies,60,266,False,False,False,False,True,True,False,False,False,5.58724865840025,0.3
how to trade rsi pullback strategy entry to exit forex,150,104,False,True,False,False,False,True,False,False,False,4.653960350157523,0.75
valuation of goodwill for ca cfa cma exams,20,1509,False,True,False,False,False,True,False,False,False,7.31986492980897,0.1
forex catch the big market moves in forex,20,212,False,False,False,False,True,True,False,False,False,5.3612921657094255,0.1
season 2 mql4 tutorial bootcamp metatrader4 trading robots,25,462,False,True,False,False,False,True,False,False,False,6.137727054086234,0.125
intermediate accounting 1 easy fast simple,200,90,False,False,False,False,True,True,False,False,False,4.51085950651685,1.0
global macro investing take control of the worlds markets,30,153,False,False,False,False,True,True,False,False,False,5.0369526024136295,0.15
how to read a balance sheet,50,1055,False,False,True,False,False,True,False,False,False,6.962243464266207,0.25
credit repair from a financial institution,20,157,False,True,False,False,False,True,False,False,False,5.062595033026967,0.1
the binary institute binary options trading course,200,103,False,True,False,False,False,True,False,False,False,4.6443908991413725,1.0
mental models for wall street become a better trader,0,1067,False,True,False,False,False,True,False,False,False,6.97354301952014,0.0
,20,58,False,True,False,False,False,True,False,False,False,4.07753744390572,0.1
matemtica financeira com hp12c e ms excel,20,74,False,False,True,False,False,True,False,False,False,4.31748811353631,0.1
triunfar en la bolsa de valores no requiere de experiencia,0,338,False,False,True,False,False,True,False,False,False,5.82600010738045,0.0
cmo crear polticas contables bajo niif para pymes,20,27,False,True,False,False,False,True,False,False,False,3.332204510175204,0.1
finanzas personales para vivir libre de deudas,75,76,False,False,True,False,False,True,False,False,False,4.343805421853684,0.375
finanzas personales logrando la libertad financiera,30,27,False,False,True,False,False,True,False,False,False,3.332204510175204,0.15
,20,68,False,False,False,False,True,True,False,False,False,4.23410650459726,0.1
aktiver vermgensaufbau mit etf,20,112,False,False,True,False,False,True,False,False,False,4.727387818712341,0.1
socorro preciso organizar as minhas finanas,20,72,False,True,False,False,False,True,False,False,False,4.290459441148391,0.1
curso completo de opciones binarias estrategias 90 acierto,145,335,False,True,False,False,False,True,False,False,False,5.817111159963204,0.725
le basi del trading,200,22,False,True,False,False,False,True,False,False,False,3.1354942159291497,1.0
,30,41,False,False,True,False,False,True,False,False,False,3.7376696182833684,0.15
profit and loss account for bankers and credit analysts,20,1,False,False,True,False,False,True,False,False,False,0.6931471805599453,0.1
business accounts for managers,30,16,False,False,True,False,False,True,False,False,False,2.833213344056216,0.15
black scholes option pricing model,25,3,False,False,True,False,False,True,False,False,False,1.3862943611198906,0.125
chief wealth officer,45,4,False,False,True,False,False,True,False,False,False,1.6094379124341003,0.225
practical accounts training a,35,2,False,False,False,False,True,True,False,False,False,1.0986122886681098,0.17500000000000002
international trade and new geographic economy,20,12,False,True,False,False,False,True,False,False,False,2.5649493574615367,0.1
2 principles of simple interest advanced problems,20,10,False,False,False,False,True,True,False,False,False,2.3978952727983707,0.1
school of raising capital agile financial modeling,20,12,False,True,False,False,False,True,False,False,False,2.5649493574615367,0.1
how to read financial statements,20,5,False,False,True,False,False,True,False,False,False,1.791759469228055,0.1
intro to assetbacked securities cfa level i 2017 prep,20,1,False,True,False,False,False,True,False,False,False,0.6931471805599453,0.1
reach your personal financial goals the easy way 2017 uk,95,2,False,True,False,False,False,True,False,False,False,1.0986122886681098,0.47500000000000003
bitesize bookkeeping for busy people,20,9,False,False,True,False,False,True,False,False,False,2.302585092994046,0.1
do your own accounts,35,42,False,True,False,False,False,True,False,False,False,3.7612001156935624,0.17500000000000002
cfa level 1 derivatives,30,110,False,True,False,False,False,True,False,False,False,4.709530201312334,0.15
accounting for everyone,35,420,False,False,True,False,False,True,False,False,False,6.042632833682381,0.17500000000000002
stock fundamental analysis with excel,50,206,False,True,False,False,False,True,False,False,False,5.332718793265369,0.25
financial accounting for beginners,60,164,False,True,False,False,False,True,False,False,False,5.10594547390058,0.3
trading how transformative learning drives expertise,30,69,False,True,False,False,False,True,False,False,False,4.248495242049359,0.15
manual bookkeeping,20,28,False,False,False,False,True,True,False,False,False,3.367295829986474,0.1
numeracy skills in business and everyday lifethink and deal,20,90,False,False,True,False,False,True,False,False,False,4.51085950651685,0.1
financial modelling in excel step by step,20,13,False,False,False,False,True,True,False,False,False,2.6390573296152584,0.1
straight from business school create financial statements,20,31,False,False,True,False,False,True,False,False,False,3.4657359027997265,0.1
how to pay less tax uk version,50,13,False,True,False,False,False,True,False,False,False,2.6390573296152584,0.25
interpreting financial statements,0,2119,False,True,False,False,False,True,False,False,False,7.659171367666058,0.0
forex trading with binary options,25,136,False,True,False,False,False,True,False,False,False,4.919980925828125,0.125
triple p trading course,20,797,False,True,False,False,False,True,False,False,False,6.682108597449809,0.1
cost accounting a comprehensive study,180,503,False,True,False,False,False,True,False,False,False,6.222576268071369,0.9
how to become a successful day trader,95,1150,False,True,False,False,False,True,False,False,False,7.048386408721883,0.47500000000000003
essentials of finance and investment in 2 hours,20,1403,False,False,True,False,False,True,False,False,False,7.247080584585756,0.1
public speaking you can give great financial presentations,20,916,False,True,False,False,False,True,False,False,False,6.821107472256465,0.1
professional trading consistent profits with low risk,20,627,False,True,False,False,False,True,False,False,False,6.4425401664681985,0.1
trading for winning,200,168,False,True,False,False,False,True,False,False,False,5.1298987149230735,1.0
succeed in stocks even if you dont know where to start,0,2554,False,False,True,False,False,True,False,False,False,7.845807502637805,0.0
options basics trading with small capital level 1,30,120,False,False,True,False,False,True,False,False,False,4.795790545596741,0.15
forex trading basic to advance professional level course,20,750,False,True,False,False,False,True,False,False,False,6.621405651764134,0.1
day trading in stocks strategies for beginner investors,50,217,False,True,False,False,False,True,False,False,False,5.384495062789089,0.25
learn to trade forex big uturn trade,50,106,False,False,True,False,False,True,False,False,False,4.672828834461906,0.25
technical analysis primer for trading stocks bonds forex,50,397,False,False,True,False,False,True,False,False,False,5.986452005284438,0.25
diy reduce unpaid federal tax thru irs offer in compromise,20,44,False,True,False,False,False,True,False,False,False,3.8066624897703196,0.1
stock trading with this strategy,50,30,False,True,False,False,False,True,False,False,False,3.4339872044851463,0.25
the psychology of trading,20,95,False,True,False,False,False,True,False,False,False,4.564348191467836,0.1
professional forex strategy2 weeks for free trading alerts,95,55,False,True,False,False,False,True,False,False,False,4.02535169073515,0.47500000000000003
stock trading essentials for day traders,100,94,False,True,False,False,False,True,False,False,False,4.553876891600541,0.5
basics of finance and budgeting,20,578,False,False,True,False,False,True,False,False,False,6.361302477572996,0.1
portfolio management cfa l1 2016,20,393,False,True,False,False,False,True,False,False,False,5.976350909297934,0.1
trade stocks forex financial markets like a professional,20,116,False,True,False,False,False,True,False,False,False,4.762173934797756,0.1
the tax advantaged investor a guide to legal tax reduction,0,1888,False,True,False,False,False,True,False,False,False,7.543802867501509,0.0
test your knowledge in financial management,30,20,False,True,False,False,False,True,False,False,False,3.044522437723423,0.15
the smart option trader,45,412,False,True,False,False,False,True,False,False,False,6.023447592961033,0.225
beginners chart patterns trading for penny stocks,200,40,False,False,True,False,False,True,False,False,False,3.713572066704308,1.0
financial statements learn accounting unlock the numbers,40,222,False,False,True,False,False,True,False,False,False,5.407171771460119,0.2
cfa level 1 2014 alternative investments,30,831,False,True,False,False,False,True,False,False,False,6.723832440821209,0.15
interest rate swaps,50,485,False,True,False,False,False,True,False,False,False,6.186208623900494,0.25
financial modelling for entrepreneurs,20,232,False,True,False,False,False,True,False,False,False,5.4510384535657,0.1
economics cfa level 1 2014,20,135,False,False,True,False,False,True,False,False,False,4.912654885736052,0.1
bookkeeping made simple,40,61,False,True,False,False,False,True,False,False,False,4.127134385045092,0.2
what is bitcoin,20,61,False,True,False,False,False,True,False,False,False,4.127134385045092,0.1
accounting for ca cpt exams part i,50,874,False,True,False,False,False,True,False,False,False,6.774223886357614,0.25
raising capital for your business,50,22,False,True,False,False,False,True,False,False,False,3.1354942159291497,0.25
silver gold and inflation,0,5597,False,False,True,False,False,True,False,False,False,8.630164670075398,0.0
accounting concepts for technocrats,20,261,False,False,True,False,False,True,False,False,False,5.568344503761097,0.1
beginner financial analysis invest like warren buffett,50,83,False,False,True,False,False,True,False,False,False,4.430816798843313,0.25
advance technical analysis,50,152,False,False,False,True,False,True,False,False,False,5.030437921392435,0.25
the everyday investor building wealth with venture capital,20,176,False,False,False,False,True,True,False,False,False,5.176149732573829,0.1
quickbooks online inventory management for nonfinance,35,8,False,True,False,False,False,True,False,False,False,2.1972245773362196,0.17500000000000002
law matters,20,327,False,False,True,False,False,True,False,False,False,5.793013608384144,0.1
learn to trade for profit finding winning stocks chinese,95,264,False,True,False,False,False,True,False,False,False,5.579729825986222,0.47500000000000003
financial accounting part 2 passing the class,20,15,False,False,True,False,False,True,False,False,False,2.772588722239781,0.1
simple options trading system,35,104,False,False,False,False,True,True,False,False,False,4.653960350157523,0.17500000000000002
investments and financial markets,40,71,False,False,True,False,False,True,False,False,False,4.276666119016055,0.2
legal accounting,110,26,False,True,False,False,False,True,False,False,False,3.295836866004329,0.55
term loan appraisal for bankers credit analysts,20,11,False,False,True,False,False,True,False,False,False,2.4849066497880004,0.1
small biz doers guide to small biz accounting bookkeeping,20,1294,False,False,True,False,False,True,False,False,False,7.166265974133638,0.1
trade show samurai,95,32,False,True,False,False,False,True,False,False,False,3.4965075614664802,0.47500000000000003
forex harmonic trading with multiple forex chart examples,135,313,False,True,False,False,False,True,False,False,False,5.749392985908253,0.675
the cost of capital the key to attract venture capitalists,50,635,False,True,False,False,False,True,False,False,False,6.455198563340122,0.25
accounting for school students,30,1311,False,True,False,False,False,True,False,False,False,7.179307969504034,0.15
learn to trade the forex naked price action acapulco trade,70,288,False,False,False,False,True,True,False,False,False,5.666426688112432,0.35000000000000003
certificate in myob accountright premier 2017 course,200,97,False,True,False,False,False,True,False,False,False,4.584967478670572,1.0
master the psychology of forex binary options trading,20,53,False,False,False,False,True,True,False,False,False,3.9889840465642745,0.1
learn to pick the right stock broker account,40,1102,False,False,True,False,False,True,False,False,False,7.005789019253503,0.2
profit during crashing markets a stepbystep guide,195,57,False,True,False,False,False,True,False,False,False,4.060443010546419,0.975
introduction to futures options,50,694,False,True,False,False,False,True,False,False,False,6.543911845564792,0.25
learn to invest in 7 steps,50,137,False,False,True,False,False,True,False,False,False,4.927253685157205,0.25
sell like a pro insider secrets of successful selling,115,12,False,True,False,False,False,True,False,False,False,2.5649493574615367,0.5750000000000001
3 little pigs a multiple timeframe forex trading strategy,20,18,False,True,False,False,False,True,False,False,False,2.9444389791664403,0.1
6 annuities due and deferred,20,170,False,True,False,False,False,True,False,False,False,5.14166355650266,0.1
cfa level 1 2014 quantitative methods,50,119,False,True,False,False,False,True,False,False,False,4.787491742782046,0.25
ifric 13customer loyalty programmes revenue,0,2058,False,True,False,False,False,True,False,False,False,7.629975707027789,0.0
forex currency trading for beginners,25,35,False,False,True,False,False,True,False,False,False,3.58351893845611,0.125
basic technical analysis,50,40,False,False,True,False,False,True,False,False,False,3.713572066704308,0.25
forextrade management psychology,150,13,False,False,False,False,True,True,False,False,False,2.6390573296152584,0.75
working capital assessment for bankers credit analysts,20,4,False,False,True,False,False,True,False,False,False,1.6094379124341003,0.1
cfa level i workshop 6 alternatives pm and economics,20,71,False,True,False,False,False,True,False,False,False,4.276666119016055,0.1
cfa level i workshop 3 financial reporting analysis ii,20,71,False,True,False,False,False,True,False,False,False,4.276666119016055,0.1
how to trade in the forex market,200,6,False,False,False,False,True,True,False,False,False,1.9459101490553132,1.0
bookkeeping practicals with software,35,1,False,False,False,False,True,True,False,False,False,0.6931471805599453,0.17500000000000002
8 steps to achieve financial freedom and escape debt,40,5,False,False,True,False,False,True,False,False,False,1.791759469228055,0.2
trading basics in 30 minutes,50,1,False,False,True,False,False,True,False,False,False,0.6931471805599453,0.25
technical charting,20,4,False,False,False,False,True,True,False,False,False,1.6094379124341003,0.1
profits turbo,20,10,False,False,False,False,True,True,False,False,False,2.3978952727983707,0.1
nest egg investing,45,6,False,False,True,False,False,True,False,False,False,1.9459101490553132,0.225
economics for beginners various concepts,25,2,False,False,True,False,False,True,False,False,False,1.0986122886681098,0.125
investing in stocks shares,20,2,False,False,True,False,False,True,False,False,False,1.0986122886681098,0.1
learn financial modeling from scratch part 2,50,2,False,True,False,False,False,True,False,False,False,1.0986122886681098,0.25
learn financial modeling from scratch part 3,50,2,False,True,False,False,False,True,False,False,False,1.0986122886681098,0.25
a practical guide to wealth creation,35,6,False,True,False,False,False,True,False,False,False,1.9459101490553132,0.17500000000000002
geometry of chance strategy of defeating the roulette,30,2,False,False,False,False,True,True,False,False,False,1.0986122886681098,0.15
trading algortmico en forex crea tu primer robot de forex,170,206,False,True,False,False,False,True,False,False,False,5.332718793265369,0.85
mql4 bootcamp tutorial trading robot coding in metatrader4,20,313,False,False,True,False,False,True,False,False,False,5.749392985908253,0.1
introduccin a la contabilidad,20,193,False,False,True,False,False,True,False,False,False,5.267858159063328,0.1
einnahmen aus udemykursen als dozent korrekt versteuern,30,66,False,False,True,False,False,True,False,False,False,4.204692619390966,0.15
contabilidad gubernamental en mxico,30,270,False,True,False,False,False,True,False,False,False,5.602118820879701,0.15
,20,139,False,False,True,False,False,True,False,False,False,4.941642422609304,0.1
formao de preos em servios,35,77,False,False,False,False,True,True,False,False,False,4.356708826689592,0.17500000000000002
geld verdienen mit dem ticken der uhr wie warren buffett,195,225,False,True,False,False,False,True,False,False,False,5.420534999272286,0.975
,150,23,False,True,False,False,False,True,False,False,False,3.1780538303479458,0.75
gua prctica para comprar acciones en la bolsa de usa,0,4876,False,False,False,False,True,True,False,False,False,8.492285555710053,0.0
contabilidad financiera conoce el lenguaje de los negocios,20,244,False,False,True,False,False,True,False,False,False,5.501258210544727,0.1
curso de day trader para iniciantes,0,1278,False,False,True,False,False,True,False,False,False,7.153833801578843,0.0
curso de iniciacin al trading,85,31,False,True,False,False,False,True,False,False,False,3.4657359027997265,0.425
complete gst course for small and medium enterprises,75,8,False,False,True,False,False,True,False,False,False,2.1972245773362196,0.375
3 documentos clave para administrar tu empresa con xito,45,40,False,False,False,False,True,True,False,False,False,3.713572066704308,0.225
forexopciones binarias para principiantes,25,9,False,False,True,False,False,True,False,False,False,2.302585092994046,0.125
15 mandamientos para ganar dinero en bolsa,20,45,False,True,False,False,False,True,False,False,False,3.828641396489095,0.1
le bitcoin et la blockchain,80,13,False,True,False,False,False,True,False,False,False,2.6390573296152584,0.4
contabilit generale,200,4,False,True,False,False,False,True,False,False,False,1.6094379124341003,1.0
,150,20,False,True,False,False,False,True,False,False,False,3.044522437723423,0.75
estrategias de inversin aplicadas al mundo del trading,20,9,False,True,False,False,False,True,False,False,False,2.302585092994046,0.1
,85,29,False,True,False,False,False,True,False,False,False,3.4011973816621555,0.425
caza los enormes movimientos del mercado,20,6,False,True,False,False,False,True,False,False,False,1.9459101490553132,0.1
le basi del trading online,45,7,False,False,True,False,False,True,False,False,False,2.0794415416798357,0.225
,25,859,False,False,True,False,False,True,False,False,False,6.756932389247553,0.125
monatlich geld anlegen fr spter,30,5983,False,False,True,False,False,True,False,False,False,8.696844519654313,0.15
invierte en la bolsa mexicana y de usa,200,1673,False,False,True,False,False,True,False,False,False,7.422971251049421,1.0
gesto financeira para pequenas e mdias empresas,115,1284,False,True,False,False,False,True,False,False,False,7.158513997329321,0.5750000000000001
curso completo de bitcoin ganhe 000005 bitcoin,30,394,False,True,False,False,False,True,False,False,False,5.978885764901122,0.15
tudo sobre investimentos em renda fixa,45,689,False,True,False,False,False,True,False,False,False,6.536691597591305,0.225
aprende a invertir sin capital,130,649,False,False,True,False,False,True,False,False,False,6.476972362889683,0.65
apprendre trader sur le march du forex guide complet,140,187,False,False,True,False,False,True,False,False,False,5.236441962829949,0.7000000000000001
introduccin a las finanzas,30,1798,False,False,True,False,False,True,False,False,False,7.4949862339505335,0.15
finanzielle unabhngigkeit1 erste schritte zur million,20,465,False,False,True,False,False,True,False,False,False,6.144185634125646,0.1
forex para principiantesejemplos en vivo de trading real,140,813,False,False,True,False,False,True,False,False,False,6.70196036600254,0.7000000000000001
finanzielle unabhngigkeit3 millionr werden mit immobilien,20,326,False,False,False,True,False,True,False,False,False,5.7899601708972535,0.1
introduction to health financing,85,26,False,False,True,False,False,True,False,False,False,3.295836866004329,0.425
accounting cycle learn the concepts in 60 minutes,20,26,False,True,False,False,False,True,False,False,False,3.295836866004329,0.1
optimize make best decisions with microsoft excel,20,28,False,False,False,True,False,True,False,False,False,3.367295829986474,0.1
understanding the stock market for beginners,25,122,False,False,True,False,False,True,False,False,False,4.812184355372417,0.125
cfa level 1 2014 fi,40,149,False,True,False,False,False,True,False,False,False,5.0106352940962555,0.2
9 sinking funds,20,205,False,True,False,False,False,True,False,False,False,5.327876168789581,0.1
managerial accounting the ultimate beginner course,100,11,False,False,True,False,False,True,False,False,False,2.4849066497880004,0.5
forex trading for beginners vol 1a forex course made simple,175,3,False,False,True,False,False,True,False,False,False,1.3862943611198906,0.875
accounting basic costing,40,108,False,False,True,False,False,True,False,False,False,4.6913478822291435,0.2
